13:55:18.525 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/account/creditorAssignmentList],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.shanlin.p2p.app.controller.AccountAction.creditorAssignmentList(java.lang.Long,int,int,int)
13:55:18.525 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/account/creditorAssignmentDetail],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.shanlin.p2p.app.controller.AccountAction.creditorAssignmentDetail(java.lang.Long,int)
13:55:18.525 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/account/creditorAssignmentListV2],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.shanlin.p2p.app.controller.AccountAction.creditorAssignmentListV2(java.lang.Long,int,int,int)
13:55:18.526 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/account/transfer],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void com.shanlin.p2p.app.controller.AccountAction.transfer(java.lang.Long,java.math.BigDecimal)
13:55:18.526 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/account/cancel],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void com.shanlin.p2p.app.controller.AccountAction.cancel(java.lang.Long)
13:55:18.526 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/account/banks],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.util.List<com.shanlin.p2p.app.vo.BankVO> com.shanlin.p2p.app.controller.AccountAction.banks()
13:55:18.527 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.shanlin.p2p.app.controller.ApiAction.index(java.lang.String,java.lang.String,java.lang.String,int,javax.servlet.http.HttpServletRequest)
13:55:18.528 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/capital/tradingRecord],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.shanlin.p2p.app.controller.CapitalAction.tradingRecord(java.lang.Long,int,int)
13:55:18.528 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/capital/tradingRecord/content],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.shanlin.p2p.app.controller.CapitalAction.content(java.lang.Long,java.lang.Long)
13:55:18.534 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/financing/investRecord],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.shanlin.p2p.app.controller.FinancingAction.investRecord(java.lang.Long,int,int)
13:55:18.534 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/financing/bid],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.String com.shanlin.p2p.app.controller.FinancingAction.bid(java.lang.Long,org.springframework.ui.Model)
13:55:18.534 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/financing/bidStatus],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.String com.shanlin.p2p.app.controller.FinancingAction.bidStatus(java.lang.Long,javax.servlet.http.HttpServletRequest)
13:55:18.534 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/financing/invest],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void com.shanlin.p2p.app.controller.FinancingAction.invest(java.lang.Long,java.lang.Long,java.math.BigDecimal,java.lang.Long,java.lang.Long)
13:55:18.534 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/financing/bidList],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.shanlin.p2p.app.controller.FinancingAction.bidList(int,int,int)
13:55:18.535 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/financing/investDetails],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.shanlin.p2p.app.controller.FinancingAction.investDetails(java.lang.Long,java.lang.Long)
13:55:18.535 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/financing/experienceBid],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.String com.shanlin.p2p.app.controller.FinancingAction.experienceBid(java.lang.Long,org.springframework.ui.Model)
13:55:18.535 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/financing/sxbaoDetails],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.shanlin.p2p.app.controller.FinancingAction.sxbaoDetails(java.lang.Long,java.lang.Long)
13:55:18.535 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/financing/sxbaoInvest],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public void com.shanlin.p2p.app.controller.FinancingAction.sxbaoInvest(java.lang.Long,java.lang.Long,java.math.BigDecimal)
